"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Sep 18 00:01:25 GMT 2025","Thu Sep 18 00:01:37 GMT 2025","12243","tests.ui.vacancies","test_vacansies","TestVacancyFilters","","","Проверка, что при клике на вкладку категории в фильтре, список карточек вакансий обновляется","Тест: Проверка, что при клике на вкладку категории в фильтре,список вакансий обновляется.

        Предусловия:
            - Страница вакансий загружена.
        Шаги:
            1. Нажать на вкладку категории в фильтре.
            2. Проверить, что список карточек вакансий обновился.
        Ожидаемый результат:
            - Список карточек вакансий должен обновиться с учетом выбранной категории.
        "
"broken","Thu Sep 18 00:01:55 GMT 2025","Thu Sep 18 00:02:08 GMT 2025","12513","tests.ui.vacancies","test_vacansies","TestVacancyFilters","","","Проверка начальной сортировки вакансий: 'Сначала новые'","Проверяет, что вакансии отсортированы по убыванию даты.

        Предусловия:
            - Страница вакансий загружена.
            - Отображены вакансии по категории ""Все"".
            - Вакансии отсортированы по дате публикации ""Сначала новые"".
        Шаги:
            1. Проверить, что вакансии отсортированы по дате публикации ""Сначала новые"".
            2. Проверить, что вакансии отсортированы по дате публикации от новых к старым.

        Ожидаемый результат:
            - Вакансии отсортированы по дате публикации ""Сначала новые"".
        "
"broken","Thu Sep 18 00:01:04 GMT 2025","Thu Sep 18 00:01:21 GMT 2025","16906","tests.ui.vacancies","test_vacansies","TestVacancyList","","","Проверка, что клик по карточке вакансии открывает детальную страницу","Тест: Проверка, что клик по карточке вакансии открывает детальную страницу.

        Предусловия:
            - Пользователь находится на странице '/vakansii'.
            - Список вакансий содержит как минимум одну карточку.
        Шаги:
            1. Получить данные первой вакансии в списке (название, дата, URL).
            2. Навести курсор на карточку вакансии (проверить hover-состояние, если применимо).
            3. Кликнуть по карточке вакансии.
            4. Дождаться полной загрузки детальной страницы вакансии.
            5. Проверить, что URL страницы соответствует ожидаемому (на основе href карточки).
            6. Проверить, что на детальной странице отображается:
                - Заголовок вакансии, идентичный названию в карточке.
                - Дата публикации вакансии.
                - Блок ""Обязанности"".
                - Блок ""Требования"".
                - Блок ""Условия"".
                - Кнопка ""Откликнуться"" (или аналогичная).
            7. Проверить, что хлебные крошки на детальной странице содержат путь:
                ""Главная | Все вакансии | [Название вакансии]"".

        Ожидаемый результат:
            - Пользователь успешно переходит на детальную страницу выбранной вакансии.
            - Все ключевые элементы интерфейса и контент отображаются корректно.
            - Информация на детальной странице соответствует данным из карточки в списке.
        "
"passed","Thu Sep 18 00:00:38 GMT 2025","Thu Sep 18 00:00:48 GMT 2025","9479","tests.ui.vacancies","test_vacansies","TestVacancyList","","","Проверка, что страница вакансий загружается корректно","Тест: Проверка, что страница вакансий загружается корректно.

        Что тестируется:
            - После перехода на страницу '/vakansii' должны быть видимы:
                1. Глобальная навигационная панель (шапка).
                2. Хлебные крошки с текстом ""Все вакансии"".
                3. Заголовок страницы с текстом ""Присоединяйся к команде Центра"".
                4. Панель фильтров (категории, поиск, сортировка).
                5. Список карточек вакансий.
            - Это базовый smoke-тест, гарантирующий, что страница не ""сломана"".
        "
"passed","Thu Sep 18 00:00:51 GMT 2025","Thu Sep 18 00:01:01 GMT 2025","10385","tests.ui.vacancies","test_vacansies","TestVacancyList","","","Проверка корректного отображения, состояний и функциональности хлебных крошек на странице вакансий","Тест: Проверка корректной работы хлебных крошек на странице вакансий.

        Предусловия:
            - Страница вакансий загружена.
        Шаги:
            1. Проверить, что блок хлебных крошек отображается на странице.
            2. Проверить текстовое содержимое крошек:
                - Первая крошка (родительская): ""Главная"" (является кликабельной ссылкой).
                - Вторая крошка (текущая): ""Все вакансии"" (не является ссылкой).
            3. Проверить состояние ссылки ""Главная"":
                b. Ссылка должна быть активной (иметь атрибут `href=""/""`, не быть disabled).
            4. Проверить функциональность:
                a. Кликнуть по ссылке ""Главная"".
                b. Убедиться, что произошел переход на главную страницу (URL заканчивается на '/').
                c. Убедиться, что главная страница загрузилась корректно
                   (например, отображается герой-секция или навигация).
        Ожидаемый результат:
            - Блок хлебных крошек отображается корректно.
            - Текст крошек: ""Главная | Все вакансии"".
            - Ссылка ""Главная"" ведет на главную страницу при клике.
            - Текущая крошка ""Все вакансии"" не является кликабельной.
        "
"broken","Thu Sep 18 00:02:02 GMT 2025","Thu Sep 18 00:02:13 GMT 2025","11260","tests.ui.vacancies","test_vacansies","TestVacancyFilters","","","Проверка переключения сортировки на 'Сначала старые'","Проверяет пересортировку вакансий по возрастанию даты.

        Предусловия:
            - Страница вакансий загружена.
            - Отображены вакансии по категории ""Все"".
            - Вакансии отсортированы по дате публикации ""Сначала новые"".
        Шаги:
            1. Нажать на кнопку ""Сначала новые"".
            5. Иконка стрелочка вниз активна и отображает текст ""Сначала старые"".
            6. Проверить, что вакансии отсортированы по дате публикации от старых к новым.

        Ожидаемый результат:
            - Нажатие на таб ""Сначала новые"" обновляет список вакансий и сортирует их
            по дате публикации от старых к новым.
            - Иконка стрелочка вниз активна и отображает текст ""Сначала старые"".
        "
"broken","Thu Sep 18 00:01:22 GMT 2025","Thu Sep 18 00:01:35 GMT 2025","12503","tests.ui.vacancies","test_vacansies","TestVacancyFilters","","","Проверка, что при клике на вкладку категории в фильтре, список карточек вакансий обновляется","Тест: Проверка, что при клике на вкладку категории в фильтре,список вакансий обновляется.

        Предусловия:
            - Страница вакансий загружена.
        Шаги:
            1. Нажать на вкладку категории в фильтре.
            2. Проверить, что список карточек вакансий обновился.
        Ожидаемый результат:
            - Список карточек вакансий должен обновиться с учетом выбранной категории.
        "
"passed","Thu Sep 18 00:00:51 GMT 2025","Thu Sep 18 00:01:00 GMT 2025","9251","tests.ui.vacancies","test_vacansies","TestVacancyList","","","Проверка, что страница вакансий загружается корректно","Тест: Проверка, что страница вакансий загружается корректно.

        Что тестируется:
            - После перехода на страницу '/vakansii' должны быть видимы:
                1. Глобальная навигационная панель (шапка).
                2. Хлебные крошки с текстом ""Все вакансии"".
                3. Заголовок страницы с текстом ""Присоединяйся к команде Центра"".
                4. Панель фильтров (категории, поиск, сортировка).
                5. Список карточек вакансий.
            - Это базовый smoke-тест, гарантирующий, что страница не ""сломана"".
        "
"broken","Thu Sep 18 00:01:40 GMT 2025","Thu Sep 18 00:01:52 GMT 2025","12113","tests.ui.vacancies","test_vacansies","TestVacancyFilters","","","Проверка функциональности расширенного фильтра","Тест: Проверка функциональности кнопки ""Фильтры"".

        Предусловия:
            - Страница вакансий загружена.
            - Меню фильтров не отображается.
        Шаги:
            1. Нажать на кнопку ""Фильтры"".
            2. Проверить, что меню фильтров открылось и содержит все ожидаемые чекбоксы.
            3. Выбрать один или несколько чекбоксов.
            4. Нажать на кнопку ""Сбросить"".
            5. Проверить, что выбранные чекбоксы были сброшены.
            6. Выбрать один чекбокс (например, ""Удаленная работа"").
            7. Нажать на кнопку ""Применить"".
            8. Убедиться, что меню фильтров закрылось и список карточек вакансий обновился
              с учетом выбранных фильтров.
        Ожидаемый результат:
            - Меню фильтров открылось и содержит все ожидаемые чекбоксы.
            - Выбранные чекбоксы отображаются в меню фильтров.
            - При сбросе фильтров выбранные чекбоксы должны быть сняты.
            - При применении фильтров список карточек вакансий должен обновиться
            с учетом выбранных фильтров.
        "
"broken","Thu Sep 18 00:02:11 GMT 2025","Thu Sep 18 00:02:23 GMT 2025","12136","tests.ui.vacancies","test_vacansies","TestVacancyFilters","","","Проверка переключения сортировки на 'Сначала старые'","Проверяет пересортировку вакансий по возрастанию даты.

        Предусловия:
            - Страница вакансий загружена.
            - Отображены вакансии по категории ""Все"".
            - Вакансии отсортированы по дате публикации ""Сначала новые"".
        Шаги:
            1. Нажать на кнопку ""Сначала новые"".
            5. Иконка стрелочка вниз активна и отображает текст ""Сначала старые"".
            6. Проверить, что вакансии отсортированы по дате публикации от старых к новым.

        Ожидаемый результат:
            - Нажатие на таб ""Сначала новые"" обновляет список вакансий и сортирует их
            по дате публикации от старых к новым.
            - Иконка стрелочка вниз активна и отображает текст ""Сначала старые"".
        "
