"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 16 18:36:29 GMT 2025","Tue Sep 16 18:37:06 GMT 2025","37584","tests.ui.vacancies","test_vacansies","TestVacancyFilters","","","Проверка, что при клике на вкладку категории в фильтре, список карточек вакансий обновляется","
        Тест: Проверка, что при клике на вкладку категории в фильтре, список карточек вакансий обновляется.
        Предусловия:
            - Страница вакансий загружена.
        Шаги:
            1. Нажать на вкладку категории в фильтре.
            2. Проверить, что список карточек вакансий обновился.
        Ожидаемый результат:
            - Список карточек вакансий должен обновиться с учетом выбранной категории.
        "
"passed","Tue Sep 16 18:36:26 GMT 2025","Tue Sep 16 18:37:05 GMT 2025","38656","tests.ui.vacancies","test_vacansies","TestVacancyFilters","","","Проверка, что при клике на вкладку категории в фильтре, список карточек вакансий обновляется","
        Тест: Проверка, что при клике на вкладку категории в фильтре, список карточек вакансий обновляется.
        Предусловия:
            - Страница вакансий загружена.
        Шаги:
            1. Нажать на вкладку категории в фильтре.
            2. Проверить, что список карточек вакансий обновился.
        Ожидаемый результат:
            - Список карточек вакансий должен обновиться с учетом выбранной категории.
        "
"passed","Tue Sep 16 18:37:10 GMT 2025","Tue Sep 16 18:37:32 GMT 2025","22420","tests.ui.vacancies","test_vacansies","TestVacancyFilters","","","Проверка функциональности расширенного фильтра","
        Тест: Проверка функциональности кнопки ""Фильтры"".
        Предусловия:
            - Страница вакансий загружена.
            - Меню фильтров не отображается.
        Шаги:
            1. Нажать на кнопку ""Фильтры"".
            2. Проверить, что меню фильтров открылось и содержит все ожидаемые чекбоксы.
            3. Выбрать один или несколько чекбоксов.
            4. Нажать на кнопку ""Сбросить"".
            5. Проверить, что выбранные чекбоксы были сброшены.
            6. Выбрать один чекбокс (например, ""Удаленная работа"").
            7. Нажать на кнопку ""Применить"".
            8. Убедиться, что меню фильтров закрылось и список карточек вакансий обновился с учетом выбранных фильтров.
        Ожидаемый результат:
            - Меню фильтров открылось и содержит все ожидаемые чекбоксы.
            - Выбранные чекбоксы отображаются в меню фильтров.
            - При сбросе фильтров выбранные чекбоксы должны быть сняты.
            - При применении фильтров список карточек вакансий должен обновиться с учетом выбранных фильтров.
        "
"passed","Tue Sep 16 18:36:17 GMT 2025","Tue Sep 16 18:36:26 GMT 2025","9210","tests.ui.vacancies","test_vacansies","TestVacancyList","","","Проверка, что клик по карточке вакансии открывает детальную страницу","
        Тест: Проверка, что клик по карточке вакансии открывает детальную страницу с корректным содержимым.
        Предусловия:
            - Пользователь находится на странице '/vakansii'.
            - Список вакансий содержит как минимум одну карточку.
        Шаги:
            1. Получить данные первой вакансии в списке (название, дата, URL).
            2. Навести курсор на карточку вакансии (проверить hover-состояние, если применимо).
            3. Кликнуть по карточке вакансии.
            4. Дождаться полной загрузки детальной страницы вакансии.
            5. Проверить, что URL страницы соответствует ожидаемому (на основе href карточки).
            6. Проверить, что на детальной странице отображается:
                - Заголовок вакансии, идентичный названию в карточке.
                - Дата публикации вакансии.
                - Блок ""Обязанности"".
                - Блок ""Требования"".
                - Блок ""Условия"".
                - Кнопка ""Откликнуться"" (или аналогичная).
            7. Проверить, что хлебные крошки на детальной странице содержат путь: ""Главная | Все вакансии | [Название вакансии]"".
        Ожидаемый результат:
            - Пользователь успешно переходит на детальную страницу выбранной вакансии.
            - Все ключевые элементы интерфейса и контент отображаются корректно.
            - Информация на детальной странице соответствует данным из карточки в списке.
        "
"passed","Tue Sep 16 18:36:15 GMT 2025","Tue Sep 16 18:36:24 GMT 2025","9165","tests.ui.vacancies","test_vacansies","TestVacancyList","","","Проверка, что клик по карточке вакансии открывает детальную страницу","
        Тест: Проверка, что клик по карточке вакансии открывает детальную страницу с корректным содержимым.
        Предусловия:
            - Пользователь находится на странице '/vakansii'.
            - Список вакансий содержит как минимум одну карточку.
        Шаги:
            1. Получить данные первой вакансии в списке (название, дата, URL).
            2. Навести курсор на карточку вакансии (проверить hover-состояние, если применимо).
            3. Кликнуть по карточке вакансии.
            4. Дождаться полной загрузки детальной страницы вакансии.
            5. Проверить, что URL страницы соответствует ожидаемому (на основе href карточки).
            6. Проверить, что на детальной странице отображается:
                - Заголовок вакансии, идентичный названию в карточке.
                - Дата публикации вакансии.
                - Блок ""Обязанности"".
                - Блок ""Требования"".
                - Блок ""Условия"".
                - Кнопка ""Откликнуться"" (или аналогичная).
            7. Проверить, что хлебные крошки на детальной странице содержат путь: ""Главная | Все вакансии | [Название вакансии]"".
        Ожидаемый результат:
            - Пользователь успешно переходит на детальную страницу выбранной вакансии.
            - Все ключевые элементы интерфейса и контент отображаются корректно.
            - Информация на детальной странице соответствует данным из карточки в списке.
        "
"passed","Tue Sep 16 18:35:55 GMT 2025","Tue Sep 16 18:36:03 GMT 2025","8371","tests.ui.vacancies","test_vacansies","TestVacancyList","","","Проверка корректного отображения, состояний и функциональности хлебных крошек на странице вакансий","
        Тест: Проверка корректного отображения, состояний и функциональности хлебных крошек на странице вакансий.
        Предусловия:
            - Страница вакансий загружена.
        Шаги:
            1. Проверить, что блок хлебных крошек отображается на странице.
            2. Проверить текстовое содержимое крошек:
                - Первая крошка (родительская): ""Главная"" (является кликабельной ссылкой).
                - Вторая крошка (текущая): ""Все вакансии"" (не является ссылкой, это статичный текст).
            3. Проверить состояние ссылки ""Главная"":
                b. Ссылка должна быть активной (иметь атрибут `href=""/""`, не быть disabled).
            4. Проверить функциональность:
                a. Кликнуть по ссылке ""Главная"".
                b. Убедиться, что произошел переход на главную страницу (URL заканчивается на '/').
                c. Убедиться, что главная страница загрузилась корректно (например, отображается герой-секция или навигация).
        Ожидаемый результат:
            - Блок хлебных крошек отображается корректно.
            - Текст крошек: ""Главная | Все вакансии"".
            - Ссылка ""Главная"" ведет на главную страницу при клике.
            - Текущая крошка ""Все вакансии"" не является кликабельной.
        "
"passed","Tue Sep 16 18:37:29 GMT 2025","Tue Sep 16 18:37:37 GMT 2025","7586","tests.ui.vacancies","test_vacansies","TestVacancyFilters","","","Проверка начальной сортировки вакансий: 'Сначала новые'","
        Проверяет, что при загрузке страницы вакансии отсортированы по убыванию даты (новые сверху).
        Предусловия:
            - Страница вакансий загружена.
            - Отображены вакансии по категории ""Все"".
            - Вакансии отсортированы по дате публикации ""Сначала новые"".
        Шаги:
            1. Проверить, что вакансии отсортированы по дате публикации ""Сначала новые"".
            2. Проверить, что вакансии отсортированы по дате публикации от новых к старым.

        Ожидаемый результат:
            - Вакансии отсортированы по дате публикации ""Сначала новые"".
        "
"passed","Tue Sep 16 18:37:46 GMT 2025","Tue Sep 16 18:37:55 GMT 2025","9209","tests.ui.vacancies","test_vacansies","TestVacancyFilters","","","Проверка переключения сортировки на 'Сначала старые'","
        Проверяет, что при клике на кнопку сортировки список вакансий пересортируется по возрастанию даты.
        Предусловия:
            - Страница вакансий загружена.
            - Отображены вакансии по категории ""Все"".
            - Вакансии отсортированы по дате публикации ""Сначала новые"".
        Шаги:
            1. Нажать на кнопку ""Сначала новые"".
            5. Иконка стрелочка вниз активна и отображает текст ""Сначала старые"".
            6. Проверить, что вакансии отсортированы по дате публикации от старых к новым.

        Ожидаемый результат:
            - Нажатие на таб ""Сначала новые"" обновляет список вакансий и сортирует их по дате публикации от старых к новым.
            - Иконка стрелочка вниз активна и отображает текст ""Сначала старые"".
        "
"passed","Tue Sep 16 18:37:06 GMT 2025","Tue Sep 16 18:37:27 GMT 2025","21409","tests.ui.vacancies","test_vacansies","TestVacancyFilters","","","Проверка функциональности расширенного фильтра","
        Тест: Проверка функциональности кнопки ""Фильтры"".
        Предусловия:
            - Страница вакансий загружена.
            - Меню фильтров не отображается.
        Шаги:
            1. Нажать на кнопку ""Фильтры"".
            2. Проверить, что меню фильтров открылось и содержит все ожидаемые чекбоксы.
            3. Выбрать один или несколько чекбоксов.
            4. Нажать на кнопку ""Сбросить"".
            5. Проверить, что выбранные чекбоксы были сброшены.
            6. Выбрать один чекбокс (например, ""Удаленная работа"").
            7. Нажать на кнопку ""Применить"".
            8. Убедиться, что меню фильтров закрылось и список карточек вакансий обновился с учетом выбранных фильтров.
        Ожидаемый результат:
            - Меню фильтров открылось и содержит все ожидаемые чекбоксы.
            - Выбранные чекбоксы отображаются в меню фильтров.
            - При сбросе фильтров выбранные чекбоксы должны быть сняты.
            - При применении фильтров список карточек вакансий должен обновиться с учетом выбранных фильтров.
        "
"passed","Tue Sep 16 18:37:38 GMT 2025","Tue Sep 16 18:37:48 GMT 2025","9714","tests.ui.vacancies","test_vacansies","TestVacancyFilters","","","Проверка переключения сортировки на 'Сначала старые'","
        Проверяет, что при клике на кнопку сортировки список вакансий пересортируется по возрастанию даты.
        Предусловия:
            - Страница вакансий загружена.
            - Отображены вакансии по категории ""Все"".
            - Вакансии отсортированы по дате публикации ""Сначала новые"".
        Шаги:
            1. Нажать на кнопку ""Сначала новые"".
            5. Иконка стрелочка вниз активна и отображает текст ""Сначала старые"".
            6. Проверить, что вакансии отсортированы по дате публикации от старых к новым.

        Ожидаемый результат:
            - Нажатие на таб ""Сначала новые"" обновляет список вакансий и сортирует их по дате публикации от старых к новым.
            - Иконка стрелочка вниз активна и отображает текст ""Сначала старые"".
        "
